County_State,Abbrv,Median Household Income 2015,Median Household Income 2016,Median Household Income 2017,Median Household Income 2018,Median Household Income 2019
"Clark County, WA",WA,64282,68937,74243,73971,80407
"Columbia County, WA",WA,40209,47894,50322,53700,56338
"Cowlitz County, WA",WA,50502,51772,50617,58624,57316
"Douglas County, WA",WA,51400,52363,54580,65912,63086
"Ferry County, WA",WA,40747,40581,43665,40468,47463
"Franklin County, WA",WA,58246,56940,61285,60483,63575
"Garfield County, WA",WA,47087,51922,52682,50185,54555
"Grant County, WA",WA,50573,48997,55807,53688,57152
"Grays Harbor County, WA",WA,44345,48210,47619,48763,59346
"Island County, WA",WA,60567,64475,63529,65987,72173
"Jefferson County, WA",WA,53421,53345,53364,55893,60556
"King County, WA",WA,81816,85907,89519,94822,102338
"Kitsap County, WA",WA,65814,68706,72795,76530,79268
"Kittitas County, WA",WA,47378,50410,56393,55624,59172
"Klickitat County, WA",WA,50043,50691,55282,56503,60567
"Lewis County, WA",WA,47619,47127,50086,57019,58525
"Lincoln County, WA",WA,49774,53886,53504,53326,60849
"Mason County, WA",WA,54175,52758,55030,58239,63689
"Okanogan County, WA",WA,41844,41726,44819,48345,44777
"Pacific County, WA",WA,41088,43168,45526,46365,50521
"Pend Oreille County, WA",WA,41526,48706,48574,49750,51950
"Pierce County, WA",WA,60168,64312,69027,75022,78779
"San Juan County, WA",WA,59859,59658,59538,62249,69113
"Skagit County, WA",WA,56891,60442,65505,70955,67551
"Skamania County, WA",WA,53733,55802,59639,64344,69163
"Snohomish County, WA",WA,76053,78582,82405,87096,89119
"Spokane County, WA",WA,48676,52933,53438,59408,59976
"Stevens County, WA",WA,42845,51303,52136,51183,55000
"Thurston County, WA",WA,62299,65684,71370,72400,77890
"Wahkiakum County, WA",WA,50402,54162,53694,55692,61123
"Walla Walla County, WA",WA,50120,53598,54243,57329,60202
"Whatcom County, WA",WA,55073,56636,61026,62262,68656
"Whitman County, WA",WA,43817,42693,44913,45389,45906
"Yakima County, WA",WA,46891,48232,47573,51377,55674
"Barbour County, WV",WV,37330,36485,37255,39776,39710
"Berkeley County, WV",WV,54217,56966,59071,59619,63012
"Boone County, WV",WV,37971,36313,38584,38110,43697
"Braxton County, WV",WV,35892,36612,37762,39292,39651
"Brooke County, WV",WV,45272,46020,50775,48342,50900
"Cabell County, WV",WV,39044,39462,38191,39790,42125
"Calhoun County, WV",WV,36403,33818,33527,36384,37307
"Clay County, WV",WV,30369,33706,34321,35983,41923
"Doddridge County, WV",WV,41115,40524,44370,44725,50642
"Fayette County, WV",WV,36235,38829,38063,37867,41430
"Gilmer County, WV",WV,36392,35325,35429,38173,40373
"Grant County, WV",WV,38370,38477,41040,42146,47400
"Greenbrier County, WV",WV,38209,38784,37902,37665,43564
"Hampshire County, WV",WV,40293,45172,47606,44442,54811
"Hancock County, WV",WV,42009,44889,44623,47299,51017
"Hardy County, WV",WV,41344,40243,44263,43573,46658
"Harrison County, WV",WV,46979,46548,51711,47942,53909
"Jackson County, WV",WV,44675,43544,45199,48731,50808
"Jefferson County, WV",WV,67821,71315,70203,75027,75225
"Kanawha County, WV",WV,44849,44956,43598,41926,48334
"Lewis County, WV",WV,39601,36826,41908,40691,46895
"Lincoln County, WV",WV,35249,32477,36055,39766,43198
"Logan County, WV",WV,35615,35667,34925,34894,38533
"McDowell County, WV",WV,26413,24460,26491,27292,29106
"Marion County, WV",WV,43654,45712,46514,46244,51300
"Marshall County, WV",WV,48109,42357,41471,50064,53145
"Mason County, WV",WV,35717,42187,40314,43050,47753
"Mercer County, WV",WV,35342,36871,36160,37860,41794
"Mineral County, WV",WV,43159,45437,45144,48578,49704
"Mingo County, WV",WV,31742,30638,30880,32917,34698
"Monongalia County, WV",WV,46718,49725,50621,51070,55652
"Monroe County, WV",WV,34974,38395,44230,38171,44655
"Morgan County, WV",WV,45628,59573,44448,49487,50660
"Nicholas County, WV",WV,38912,37359,37358,38572,40023
"Ohio County, WV",WV,46315,43240,47818,48689,50390
"Pendleton County, WV",WV,40257,39951,41281,40415,43451
"Pleasants County, WV",WV,48308,47276,47118,50768,54972
"Pocahontas County, WV",WV,36822,35906,35367,39467,39454
"Preston County, WV",WV,43804,44438,45215,47101,50821
"Putnam County, WV",WV,58933,56789,59815,61995,66991
"Raleigh County, WV",WV,38564,42282,41286,41298,45386
"Randolph County, WV",WV,37185,38549,37208,40064,46285
"Ritchie County, WV",WV,39501,42154,40636,43717,46131
"Roane County, WV",WV,36176,35135,37067,36658,41671
"Summers County, WV",WV,35676,31458,32375,34768,37000
"Taylor County, WV",WV,43652,44598,45400,46370,48294
"Tucker County, WV",WV,38000,42128,39539,48070,47222
"Tyler County, WV",WV,42696,42429,43951,46054,48345
"Upshur County, WV",WV,40766,40509,37896,41213,45074
"Wayne County, WV",WV,35537,40881,39355,38704,42095
"Webster County, WV",WV,30673,30578,31446,34054,34385
"Wetzel County, WV",WV,41833,42679,41882,44685,46824
"Wirt County, WV",WV,42309,37542,42330,44837,48627
"Wood County, WV",WV,41133,46737,44742,45278,49209
"Wyoming County, WV",WV,35020,36018,34603,35460,42761
"Adams County, WI",WI,42844,42390,44767,43000,53156
"Ashland County, WI",WI,40163,41949,43784,44627,47202
"Barron County, WI",WI,51056,49581,50940,50344,54372
"Bayfield County, WI",WI,50080,50666,51120,53637,58065
"Brown County, WI",WI,56003,58449,61240,62097,65494
"Buffalo County, WI",WI,53892,52885,55297,59087,58407
"Burnett County, WI",WI,44858,48087,47727,55295,51519
"Calumet County, WI",WI,71298,72752,72309,72645,80354
"Chippewa County, WI",WI,53209,54659,56678,59528,60713
"Clark County, WI",WI,50187,48675,49718,55245,54296
"Columbia County, WI",WI,60837,62036,65931,65435,69219
"Crawford County, WI",WI,44895,46698,47341,49200,51919
"Dane County, WI",WI,65416,70815,72385,71789,77828
"Dodge County, WI",WI,56514,56949,57862,63608,61730
"Door County, WI",WI,55047,56298,59956,61221,64217
"Douglas County, WI",WI,48715,50340,53091,50637,55651
"Dunn County, WI",WI,53082,52181,58902,57506,61506
"Eau Claire County, WI",WI,51937,52209,55418,60111,64972
"Florence County, WI",WI,46193,47704,50284,53188,58270
"Fond du Lac County, WI",WI,58049,58920,61591,59428,65905
"Forest County, WI",WI,44098,42072,46137,45156,48964
"Grant County, WI",WI,51008,47512,51157,57328,56418
"Green County, WI",WI,59155,60846,62456,63160,64319
"Green Lake County, WI",WI,49493,50386,52917,55512,59458
"Iowa County, WI",WI,58092,58372,63476,68017,67390
"Iron County, WI",WI,42328,41597,41251,44130,48813
"Jackson County, WI",WI,50653,51024,51131,52919,57247
"Jefferson County, WI",WI,61622,60744,58759,65831,71098
"Juneau County, WI",WI,46051,47938,50931,52891,55787
"Kenosha County, WI",WI,56414,59622,61312,65013,66460
"Kewaunee County, WI",WI,60572,61074,62107,63612,65879
"La Crosse County, WI",WI,51428,55151,57145,60619,59758
"Lafayette County, WI",WI,56428,56074,55586,60711,59128
"Langlade County, WI",WI,44635,44522,46910,51334,49597
"Lincoln County, WI",WI,51406,54471,55564,56645,60728
"Manitowoc County, WI",WI,51951,53633,55741,56466,61326
"Marathon County, WI",WI,56347,56223,59302,63442,66092
"Marinette County, WI",WI,48545,44265,47449,50670,54404
"Marquette County, WI",WI,48508,50032,46901,46964,56790
"Menominee County, WI",WI,33410,36562,36936,40682,40300
"Milwaukee County, WI",WI,45905,47666,47795,49771,53505
"Monroe County, WI",WI,52975,56400,55690,58391,60296
"Oconto County, WI",WI,53243,58025,57860,59983,66401
"Oneida County, WI",WI,50297,50938,56170,53805,62765
"Outagamie County, WI",WI,60649,61764,65945,65993,66994
"Ozaukee County, WI",WI,80135,85706,85098,83014,90446
"Pepin County, WI",WI,50094,53262,51544,56348,62675
"Pierce County, WI",WI,63735,70086,69271,75421,75368
"Polk County, WI",WI,54946,53661,55180,59990,63910
"Portage County, WI",WI,57010,55064,53883,59032,58248
"Price County, WI",WI,44932,46414,47302,47032,48761
"Racine County, WI",WI,57367,56246,61118,60349,61691
"Richland County, WI",WI,46998,50306,49092,53050,51295
"Rock County, WI",WI,54107,51573,55905,57675,61624
"Rusk County, WI",WI,42289,43075,44780,48448,49860
"St. Croix County, WI",WI,74624,75619,82253,82575,87098
"Sauk County, WI",WI,52025,57647,58372,57256,63752
"Sawyer County, WI",WI,44556,44180,47183,46490,53908
"Shawano County, WI",WI,50948,50203,55546,56022,58982
"Sheboygan County, WI",WI,58190,55594,59231,61906,62108
"Taylor County, WI",WI,48951,50963,51038,56981,52419
"Trempealeau County, WI",WI,53695,53142,56051,56978,61687
"Vernon County, WI",WI,49217,51002,44444,51692,56272
"Vilas County, WI",WI,42993,45902,44740,47198,55576
"Walworth County, WI",WI,58554,58904,60675,64234,64682
"Washburn County, WI",WI,45043,46989,48139,50482,52735
"Washington County, WI",WI,70778,74631,76551,75799,81928
"Waukesha County, WI",WI,78689,82080,82627,87333,91070
"Waupaca County, WI",WI,54849,52125,58474,58648,61773
"Waushara County, WI",WI,49912,47596,47653,52340,55476
"Winnebago County, WI",WI,52725,57003,57529,57785,59643
"Wood County, WI",WI,51025,52591,53346,55879,57325
"Albany County, WY",WY,44455,47355,44745,47561,52216
"Big Horn County, WY",WY,50056,49725,50380,55195,53018
"Campbell County, WY",WY,83042,79148,78240,78112,83997
"Carbon County, WY",WY,60209,59103,60634,61773,61626
"Converse County, WY",WY,70307,71517,65469,68162,72481
"Crook County, WY",WY,64851,60953,61664,64053,64120
"Fremont County, WY",WY,52408,49282,50134,51204,57953
"Goshen County, WY",WY,48146,47715,51023,51676,55540
"Hot Springs County, WY",WY,46021,46024,47775,49356,52344
"Johnson County, WY",WY,56845,56323,55412,57676,57224
"Laramie County, WY",WY,59147,61124,61658,63839,69613
"Lincoln County, WY",WY,62364,63907,65137,69598,71269
"Natrona County, WY",WY,56703,60559,61049,64714,66104
"Niobrara County, WY",WY,46693,45332,45768,51036,48513
"Park County, WY",WY,55527,60621,57619,58873,59494
"Platte County, WY",WY,51863,54588,50775,54165,57425
"Sheridan County, WY",WY,57122,53027,54482,58307,64030
"Sublette County, WY",WY,77581,72198,74811,74570,78055
"Sweetwater County, WY",WY,71867,74546,75590,73315,80639
"Teton County, WY",WY,83290,84118,90145,99087,98837
"Uinta County, WY",WY,62968,64713,67404,63401,70756
"Washakie County, WY",WY,56088,49533,57989,55190,55122
"Weston County, WY",WY,60986,56582,56214,54319,59410
